date,output
"Jan,1985",99.17837244290303
"Feb,1985",96.73651229172556
"Mar,1985",85.54066919924088
"Apr,1985",78.7747255527963
"May,1985",75.87097805635803
"Jun,1985",79.73220108404207
"Jul,1985",86.00858249123128
"Aug,1985",86.93127946115769
"Sep,1985",83.3272668006667
"Oct,1985",77.50891639627916
"Nov,1985",79.88337037013845
"Dec,1985",94.70518011797873
"Jan,1986",101.1030696197318
"Feb,1986",93.83257619602213
"Mar,1986",85.93605697943066
"Apr,1986",78.82411880675929
"May,1986",77.19300501603485
"Jun,1986",82.90325852701041
"Jul,1986",91.08436903989946
"Aug,1986",89.36895166618586
"Sep,1986",84.60381364352638
"Oct,1986",79.84978858846227
"Nov,1986",82.41942387649685
"Dec,1986",94.69995237006482
"Jan,1987",102.66695238905892
"Feb,1987",97.51600000155369
"Mar,1987",91.38447570428973
"Apr,1987",83.85128203839643
"May,1987",82.11854855332201
"Jun,1987",89.18216138717358
"Jul,1987",96.19897728204649
"Aug,1987",97.94198635316542
"Sep,1987",89.68684384512683
"Oct,1987",84.52138228103608
"Nov,1987",87.5037799898361
"Dec,1987",98.9410570792559
"Jan,1988",112.04927082938653
"Feb,1988",106.92479855615733
"Mar,1988",98.75648233878097
"Apr,1988",88.91028847308664
"May,1988",86.3977507392781
"Jun,1988",94.49109989292634
"Jul,1988",102.83408124221856
"Aug,1988",106.83507057000757
"Sep,1988",95.27152850031618
"Oct,1988",89.36548254563844
"Nov,1988",92.00994365743328
"Dec,1988",104.46004746573618
"Jan,1989",110.27738548664863
"Feb,1989",108.60776123622523
"Mar,1989",103.96872061099613
"Apr,1989",92.35219617910607
"May,1989",90.40694988439257
"Jun,1989",97.26905577631743
"Jul,1989",105.24312273411921
"Aug,1989",106.7656488414902
"Sep,1989",98.67417744086367
"Oct,1989",93.85869525854615
"Nov,1989",98.48822003671813
"Dec,1989",120.14472613178793
"Jan,1990",120.47111083393752
"Feb,1990",110.29086275939824
"Mar,1990",104.68771820893602
"Apr,1990",96.29637150836741
"May,1990",94.2837256357197
"Jun,1990",102.44580259009128
"Jul,1990",109.9103071276861
"Aug,1990",110.69970936287504
"Sep,1990",104.97394988122717
"Oct,1990",96.96715386886099
"Nov,1990",98.66790214211137
"Dec,1990",111.87416510245309
"Jan,1991",123.97689479563226
"Feb,1991",111.86467864171382
"Mar,1991",105.89997514373422
"Apr,1991",97.00412023977228
"May,1991",99.48845112456316
"Jun,1991",108.28842147506354
"Jul,1991",115.97192531388303
"Aug,1991",114.71179069502703
"Sep,1991",106.70021747980404
"Oct,1991",99.78761640537746
"Nov,1991",105.33161574291479
"Dec,1991",115.550677292745
"Jan,1992",124.07407185117454
"Feb,1992",116.7158920246073
"Mar,1992",108.59486545934405
"Apr,1992",101.55970121402605
"May,1992",98.04189175991901
"Jun,1992",104.00521945557348
"Jul,1992",113.29762216928243
"Aug,1992",111.9680579627457
"Sep,1992",105.93291466535982
"Oct,1992",101.1450832669509
"Nov,1992",107.78215385944989
"Dec,1992",124.03715670836307
"Jan,1993",129.17580765847043
"Feb,1993",124.29635738329651
"Mar,1993",116.9212086603963
"Apr,1993",104.62312801233278
"May,1993",99.72500249787986
"Jun,1993",109.61834028379421
"Jul,1993",121.18329192681348
"Aug,1993",121.21666141048904
